latitude,longitude,area_in_meters,confidence,full_plus_code,zone_id
-33.41582824,-70.56839785,949.619,0.8352,47RFHCMJ+MJ9V,Z2
-33.41111213,-70.55098932,30.5911,0.7231,47RFHCQX+HJ2F,Z2
-33.39161657,-70.55105153,139.2922,0.8483,47RFJC5X+9H47,Z2
-33.41851572,-70.55451784,136.5488,0.8217,47RFHCJW+H5X7,Z2
-33.4163878,-70.5630623,201.3675,0.7759,47RFHCMP+CQWC,Z2
-33.41489237,-70.56015413,13.6114,0.7336,47RFHCPQ+2WX6,Z2
-33.39311968,-70.59633568,33.6992,0.7281,47RFJC43+QF37,Z2
-33.41476024,-70.57212845,77.5835,0.8713,47RFHCPH+34XH,Z2
-33.41404341,-70.5755167,126.9841,0.7246,47RFHCPF+9QQ7,Z2
-33.39570723,-70.55739901,673.7895,0.7816,47RFJC3V+P29J,Z2
-33.41301643,-70.56559246,151.1641,0.8477,47RFHCPM+QQV6,Z2
-33.40272741,-70.55625468,139.6656,0.8696,47RFHCWV+WF5X,Z2
-33.41992698,-70.56698715,12.4737,0.6687,47RFHCJM+26CV,Z2
-33.40438036,-70.59011163,73.8627,0.7086,47RFHCW5+6XRM,Z2
-33.411362,-70.56785734,55.9503,0.8298,47RFHCQJ+FV2G,Z2
-33.39456482,-70.56573251,125.5157,0.7991,47RFJC4M+5PCG,Z2
-33.39151928,-70.56584638,9.0783,0.7153,47RFJC5M+9MR9,Z2
-33.41678838,-70.59833994,26.1811,0.6619,47RFHCM2+7MMC,Z2
-33.39696454,-70.55953086,13.8928,0.7191,47RFJC3R+659C,Z2
-33.39086682,-70.55919492,13.8456,0.7857,47RFJC5R+M839,Z2
-33.39230174,-70.59415953,233.8834,0.8355,47RFJC54+38GX,Z2
-33.39905036,-70.55015281,14.8949,0.6869,47RFJC2X+9WHR,Z2
-33.39406594,-70.56793563,108.2444,0.7966,47RFJC4J+9RG6,Z2
-33.39575416,-70.58214229,78.8606,0.7276,47RFJC39+M4XV,Z2
-33.39990149,-70.55935596,40.4338,0.7673,47RFJC2R+27JW,Z2
-33.41236966,-70.56409021,25.4646,0.708,47RFHCQP+3936,Z2
-33.41002547,-70.55255476,8.8329,0.7402,47RFHCQW+XXPR,Z2
-33.41662299,-70.57917293,200.4262,0.8064,47RFHCMC+9843,Z2
-33.39190107,-70.58939867,27.7377,0.7298,47RFJC56+66QR,Z2
-33.41215124,-70.58651884,32.4065,0.7196,47RFHCQ7+49QV,Z2
-33.39605989,-70.59632984,39.5912,0.7854,47RFJC33+HFFM,Z2
-33.41086531,-70.55764766,194.0225,0.8192,47RFHCQR+MW57,Z2
-33.40206983,-70.58926075,10.2464,0.6761,47RFHCX6+57H8,Z2
-33.40129437,-70.5644179,99.2504,0.7329,47RFHCXP+F6P8,Z2
-33.39911803,-70.57797293,764.0164,0.8387,47RFJC2C+9R29,Z2
-33.39280812,-70.58851667,73.8057,0.8604,47RFJC46+VHHM,Z2
-33.41005303,-70.5630923,214.1617,0.7733,47RFHCQP+XQFR,Z2
-33.39610352,-70.57997191,225.6077,0.842,47RFJC3C+H22X,Z2
-33.41310478,-70.55030209,29.0724,0.7415,47RFHCPX+QV4V,Z2
-33.39447322,-70.5684698,8.3808,0.669,47RFJC4J+6J65,Z2
-33.41584063,-70.58167964,42.5994,0.6835,47RFHCM9+M887,Z2
-33.40359066,-70.5540875,19.6791,0.7192,47RFHCWW+H976,Z2
-33.40045762,-70.59697518,172.5079,0.7106,47RFHCX3+R66Q,Z2
-33.41512235,-70.55149112,12.9414,0.7088,47RFHCMX+XC23,Z2
-33.41165571,-70.55586322,17.177,0.7705,47RFHCQV+8MJM,Z2
-33.41795824,-70.57035691,125.3954,0.8538,47RFHCJH+RV6P,Z2
-33.40520355,-70.55223872,99.4952,0.8453,47RFHCVX+W46V,Z2
